15012016                              Saída dinâmica de lista                                      1
------------------------------------------------------------------------------------------------------
15012016                          Fiscal - Cálculo Parcela Dedutível                             1
------------------------------------------------------------------------------------------------------
Fiscal - Cálculo Parcela Dedutível
------------------------------------------------------------------------------------------------------
| Material|Quantidade básica|UMB|Componente|TMat|Qtd|           Qtd|UM |O|   por| Prçstandard|Moeda|
| Y3957562|       1000.000 |UN |Y3957213  |HALB|X  |        55.000 |M  |0|    1 |        4.52 |     |
| Y3957562|       1000.000 |UN |Y3957213  |HALB|   |         7.780 |M  |0|    1 |        4.52 |     |
| Y3957562|       1000.000 |UN |Y3959094  |HALB|X  |        55.000 |M  |0|    1 |        1.42 |     |
| Y3957562|       1000.000 |UN |Y3959094  |HALB|   |         7.780 |M  |0|    1 |        1.42 |     |
| Y3957527|       1000.000 |UN |Y3957215  |HALB|X  |        20.000 |M  |0|    1 |        4.76 |     |
| Y3957527|       1000.000 |UN |Y3957215  |HALB|   |         9.570 |M  |0|    1 |        4.76 |     |
| Y3957527|       1000.000 |UN |Y3956841  |HALB|X  |        20.000 |M  |2|    1 |        1.33 |     |
| Y3957527|       1000.000 |UN |Y3956841  |HALB|   |         9.570 |M  |2|    1 |        1.33 |     |
| Y3957490|       1000.000 |UN |Y3956863  |HALB|X  |        25.000 |M  |2|    1 |        1.04 |     |
| Y3957490|       1000.000 |UN |Y3956863  |HALB|   |        57.333 |M  |2|    1 |        1.04 |     |
| Y3957490|       1000.000 |UN |Y3957250  |HALB|X  |        25.000 |M  |0|    1 |        3.54 |     |
| Y3957490|       1000.000 |UN |Y3957250  |HALB|   |        57.333 |M  |0|    1 |        3.54 |     |
| Y3957496|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957496|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957496|       1000.000 |UN |Y3957161  |HALB|X  |        55.000 |M  |0|    1 |        1.44 |     |
| Y3957496|       1000.000 |UN |Y3957161  |HALB|   |        21.250 |M  |0|    1 |        1.44 |     |
| Y3957497|       1000.000 |UN |Y4154089  |HALB|X  |        20.000 |M  |0|    1 |        2.02 |     |
| Y3957497|       1000.000 |UN |Y4154089  |HALB|   |        23.333 |M  |0|    1 |        2.02 |     |
| Y3957497|       1000.000 |UN |Y3957081  |HALB|X  |        20.000 |M  |0|    1 |        0.94 |     |
| Y3957497|       1000.000 |UN |Y3957081  |HALB|   |        23.333 |M  |0|    1 |        0.94 |     |
| Y3957498|       1000.000 |UN |Y3955554  |HALB|   |        23.333 |M  |0|    1 |        1.80 |     |
| Y3957498|       1000.000 |UN |Y3955554  |HALB|X  |        20.000 |M  |0|    1 |        1.80 |     |
| Y3957498|       1000.000 |UN |Y3957081  |HALB|X  |        20.000 |M  |0|    1 |        0.94 |     |
| Y3957498|       1000.000 |UN |Y3957081  |HALB|   |        23.333 |M  |0|    1 |        0.94 |     |
| Y3957500|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957500|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957500|       1000.000 |UN |Y3957161  |HALB|X  |        55.000 |M  |0|    1 |        1.44 |     |
| Y3957500|       1000.000 |UN |Y3957161  |HALB|   |        21.250 |M  |0|    1 |        1.44 |     |
| Y3957501|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957501|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957501|       1000.000 |UN |Y3957161  |HALB|X  |        55.000 |M  |0|    1 |        1.44 |     |
| Y3957501|       1000.000 |UN |Y3957161  |HALB|   |        21.250 |M  |0|    1 |        1.44 |     |
| Y3957505|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957505|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957505|       1000.000 |UN |Y3957161  |HALB|X  |        55.000 |M  |0|    1 |        1.44 |     |
| Y3957505|       1000.000 |UN |Y3957161  |HALB|   |        21.250 |M  |0|    1 |        1.44 |     |
| Y3957554|       1000.000 |UN |Y3957265  |HALB|X  |        20.000 |M  |0|    1 |        2.48 |     |
| Y3957554|       1000.000 |UN |Y3957265  |HALB|   |        23.333 |M  |0|    1 |        2.48 |     |
| Y3957554|       1000.000 |UN |Y3959147  |HALB|X  |        20.000 |M  |0|    1 |        1.31 |     |
| Y3957554|       1000.000 |UN |Y3959147  |HALB|   |        23.333 |M  |0|    1 |        1.31 |     |
| Y3957555|       1000.000 |UN |Y3955548  |HALB|X  |        55.000 |M  |0|    1 |        2.49 |     |
| Y3957555|       1000.000 |UN |Y3955548  |HALB|   |        22.960 |M  |0|    1 |        2.49 |     |
| Y3957555|       1000.000 |UN |Y3957091  |HALB|X  |        55.000 |M  |0|1000 |    1140.37 |     |
| Y3957555|       1000.000 |UN |Y3957091  |HALB|   |        22.960 |M  |0|1000 |    1140.37 |     |
| Y3957621|       1000.000 |UN |Y3957018  |HALB|X  |        15.000 |M  |0|    1 |        2.17 |     |
| Y3957621|       1000.000 |UN |Y3957018  |HALB|   |         6.000 |M  |0|    1 |        2.17 |     |
| Y3957600|       1000.000 |UN |Y3956796  |HALB|X  |        50.000 |M  |2|    1 |        1.48 |     |
| Y3957600|       1000.000 |UN |Y3956796  |HALB|   |        32.020 |M  |2|    1 |        1.48 |     |
| Y3957600|       1000.000 |UN |Y3956980  |HALB|X  |        50.000 |M  |0|    1 |        0.47 |     |
| Y3957600|       1000.000 |UN |Y3956980  |HALB|   |        32.020 |M  |0|    1 |        0.47 |     |
| Y3957519|       1000.000 |UN |Y3956631  |HALB|X  |        40.000 |M  |0|    1 |        0.14 |     |
| Y3957519|       1000.000 |UN |Y3956631  |HALB|   |        70.000 |M  |0|    1 |        0.14 |     |
| Y3957564|       1000.000 |UN |Y4159226  |HALB|X  |        20.000 |M  |0|    1 |        6.43 |     |
| Y3957564|       1000.000 |UN |Y4159226  |HALB|   |        30.450 |M  |0|    1 |        6.43 |     |
| Y3957585|       1000.000 |UN |Y3959048  |HALB|X  |        15.000 |M  |0|    1 |        4.52 |     |
| Y3957585|       1000.000 |UN |Y3959048  |HALB|   |       151.000 |M  |0|    1 |        4.52 |     |
| Y3957535|       1000.000 |UN |Y3956658  |HALB|X  |       140.000 |M  |0|    1 |        0.55 |     |
| Y3957535|       1000.000 |UN |Y3956658  |HALB|   |       153.000 |M  |0|    1 |        0.55 |     |
| Y3957536|       1000.000 |UN |Y3956658  |HALB|X  |       140.000 |M  |0|    1 |        0.55 |     |
| Y3957536|       1000.000 |UN |Y3956658  |HALB|   |       153.000 |M  |0|    1 |        0.55 |     |
| Y3957537|       1000.000 |UN |Y3956658  |HALB|X  |       140.000 |M  |0|    1 |        0.55 |     |
| Y3957537|       1000.000 |UN |Y3956658  |HALB|   |       153.000 |M  |0|    1 |        0.55 |     |
| Y3957538|       1000.000 |UN |Y3956658  |HALB|X  |       140.000 |M  |0|    1 |        0.55 |     |
| Y3957538|       1000.000 |UN |Y3956658  |HALB|   |       153.000 |M  |0|    1 |        0.55 |     |
| Y3957539|       1000.000 |UN |Y3956658  |HALB|X  |       140.000 |M  |0|    1 |        0.55 |     |
| Y3957539|       1000.000 |UN |Y3956658  |HALB|   |       153.000 |M  |0|    1 |        0.55 |     |
| Y3957570|       1000.000 |UN |Y3959077  |HALB|   |        27.500 |M  |0|    1 |        3.12 |     |
| Y3957570|       1000.000 |UN |Y3959077  |HALB|X  |        20.000 |M  |0|    1 |        3.12 |     |
| Y3957544|       1000.000 |UN |Y4085884  |HALB|   |        81.200 |M  |2|    1 |        2.74 |     |
| Y3957544|       1000.000 |UN |Y4085884  |HALB|X  |        78.000 |M  |2|    1 |        2.74 |     |
| Y3957544|       1000.000 |UN |Y3956996  |HALB|X  |        78.000 |M  |0|    1 |        1.59 |     |
| Y3957544|       1000.000 |UN |Y3956996  |HALB|   |        81.200 |M  |0|    1 |        1.59 |     |
| Y3957521|       1000.000 |UN |Y4132714  |HALB|X  |        40.000 |M  |0|    1 |        4.79 |     |
| Y3957521|       1000.000 |UN |Y4132714  |HALB|   |        17.500 |M  |0|    1 |        4.79 |     |
| Y3957521|       1000.000 |UN |Y3957094  |HALB|   |        17.500 |M  |0|1000 |    1425.47 |     |
| Y3957521|       1000.000 |UN |Y3957094  |HALB|X  |        40.000 |M  |0|1000 |    1425.47 |     |
| Y3957576|       1000.000 |UN |Y3215643  |HALB|X  |       140.000 |M  |0|    1 |        0.59 |     |
| Y3957576|       1000.000 |UN |Y3215643  |HALB|   |       160.000 |M  |0|    1 |        0.59 |     |
| Y3957577|       1000.000 |UN |Y3956658  |HALB|X  |       140.000 |M  |0|    1 |        0.55 |     |
| Y3957577|       1000.000 |UN |Y3956658  |HALB|   |       161.000 |M  |0|    1 |        0.55 |     |
| Y3957578|       1000.000 |UN |Y3956658  |HALB|X  |       140.000 |M  |0|    1 |        0.55 |     |
| Y3957578|       1000.000 |UN |Y3956658  |HALB|   |       153.000 |M  |0|    1 |        0.55 |     |
| Y3957579|       1000.000 |UN |Y3956658  |HALB|X  |       140.000 |M  |0|    1 |        0.55 |     |
| Y3957579|       1000.000 |UN |Y3956658  |HALB|   |       153.000 |M  |0|    1 |        0.55 |     |
| Y3957594|       1000.000 |UN |Y3956933  |HALB|X  |        50.000 |M  |0|1000 |      642.62 |     |
| Y3957594|       1000.000 |UN |Y3956933  |HALB|   |         9.980 |M  |0|1000 |      642.62 |     |
| Y3957594|       1000.000 |UN |Y3956981  |HALB|X  |        50.000 |M  |0|    1 |        0.49 |     |
| Y3957594|       1000.000 |UN |Y3956981  |HALB|   |         9.980 |M  |0|    1 |        0.49 |     |
| Y3957572|       1000.000 |UN |Y3956700  |HALB|X  |         5.000 |M  |0|    1 |        2.71 |     |
| Y3957572|       1000.000 |UN |Y3956700  |HALB|   |        19.210 |M  |0|    1 |        2.71 |     |
| Y3957589|       1000.000 |UN |Y3956701  |HALB|X  |        60.000 |M  |0|    1 |        2.82 |     |
| Y3957589|       1000.000 |UN |Y3956701  |HALB|   |        38.000 |M  |0|    1 |        2.82 |     |
| Y3957589|       1000.000 |UN |Y3957040  |HALB|X  |        60.000 |M  |0|1000 |      584.92 |     |
| Y3957589|       1000.000 |UN |Y3957040  |HALB|   |        38.000 |M  |0|1000 |      584.92 |     |
| Y3957627|       1000.000 |UN |Y3955265  |HALB|X  |        55.000 |M  |2|    1 |        0.64 |     |
| Y3957627|       1000.000 |UN |Y3955265  |HALB|   |        28.130 |M  |2|    1 |        0.64 |     |
| Y3957627|       1000.000 |UN |Y3955527  |HALB|X  |        55.000 |M  |0|    1 |        2.72 |     |
| Y3957627|       1000.000 |UN |Y3955527  |HALB|   |        28.130 |M  |0|    1 |        2.72 |     |
| Y3957506|       1000.000 |UN |Y3956812  |HALB|X  |        15.000 |M  |0|    1 |        4.59 |     |
| Y3957506|       1000.000 |UN |Y3956812  |HALB|   |       221.650 |M  |0|    1 |        4.59 |     |
| Y3957507|       1000.000 |UN |Y3956812  |HALB|X  |        15.000 |M  |0|    1 |        4.59 |     |
| Y3957507|       1000.000 |UN |Y3956812  |HALB|   |       221.650 |M  |0|    1 |        4.59 |     |
| Y3957508|       1000.000 |UN |Y3956813  |HALB|X  |        15.000 |M  |0|    1 |        4.94 |     |
| Y3957508|       1000.000 |UN |Y3956813  |HALB|   |       218.340 |M  |0|    1 |        4.94 |     |
| Y3957509|       1000.000 |UN |Y3956813  |HALB|X  |        15.000 |M  |0|    1 |        4.94 |     |
| Y3957509|       1000.000 |UN |Y3956813  |HALB|   |       218.340 |M  |0|    1 |        4.94 |     |
| Y3957492|       1000.000 |UN |Y3957009  |HALB|X  |        55.000 |M  |0|    1 |        0.51 |     |
| Y3957492|       1000.000 |UN |Y3957009  |HALB|   |        21.250 |M  |0|    1 |        0.51 |     |
| Y3957492|       1000.000 |UN |Y3957037  |HALB|X  |        55.000 |M  |0|1000 |      482.56 |     |
| Y3957492|       1000.000 |UN |Y3957037  |HALB|   |        21.250 |M  |0|1000 |      482.56 |     |
| Y3957526|       1000.000 |UN |Y4092878  |HALB|X  |        25.000 |M  |0|    1 |        1.14 |     |
| Y3957526|       1000.000 |UN |Y4092878  |HALB|   |        40.000 |M  |0|    1 |        1.14 |     |
| Y3957526|       1000.000 |UN |Y3959152  |HALB|X  |        25.000 |M  |0|    1 |        1.78 |     |
| Y3957526|       1000.000 |UN |Y3959152  |HALB|   |        40.000 |M  |0|    1 |        1.78 |     |
| Y3957531|       1000.000 |UN |Y3957106  |HALB|X  |        30.000 |M  |0|    1 |        1.67 |     |
| Y3957531|       1000.000 |UN |Y3957106  |HALB|   |        16.750 |M  |0|    1 |        1.67 |     |
| Y3957531|       1000.000 |UN |Y4118555  |HALB|X  |        30.000 |M  |0|    1 |        1.07 |     |
| Y3957531|       1000.000 |UN |Y4118555  |HALB|   |        16.750 |M  |0|    1 |        1.07 |     |
| Y3957532|       1000.000 |UN |Y3959099  |HALB|X  |        20.000 |M  |0|    1 |        0.76 |     |
| Y3957532|       1000.000 |UN |Y3959099  |HALB|   |        50.137 |M  |0|    1 |        0.76 |     |
| Y3957532|       1000.000 |UN |Y3959169  |HALB|X  |        20.000 |M  |0|    1 |        2.20 |     |
| Y3957532|       1000.000 |UN |Y3959169  |HALB|   |        50.137 |M  |0|    1 |        2.20 |     |
| Y3957533|       1000.000 |UN |Y3956858  |HALB|X  |        20.000 |M  |2|    1 |        0.80 |     |
| Y3957533|       1000.000 |UN |Y3956858  |HALB|   |        16.947 |M  |2|    1 |        0.80 |     |
| Y3957533|       1000.000 |UN |Y4185139  |HALB|X  |        20.000 |M  |0|    1 |        2.31 |     |
| Y3957533|       1000.000 |UN |Y4185139  |HALB|   |        16.947 |M  |0|    1 |        2.31 |     |
| Y3957534|       1000.000 |UN |Y3959099  |HALB|X  |        20.000 |M  |0|    1 |        0.76 |     |
| Y3957534|       1000.000 |UN |Y3959099  |HALB|   |        50.137 |M  |0|    1 |        0.76 |     |
| Y3957534|       1000.000 |UN |Y3959169  |HALB|X  |        20.000 |M  |0|    1 |        2.20 |     |
| Y3957534|       1000.000 |UN |Y3959169  |HALB|   |        50.137 |M  |0|    1 |        2.20 |     |
| Y3957540|       1000.000 |UN |Y3959099  |HALB|X  |        20.000 |M  |0|    1 |        0.76 |     |
| Y3957540|       1000.000 |UN |Y3959099  |HALB|   |        50.137 |M  |0|    1 |        0.76 |     |
| Y3957540|       1000.000 |UN |Y3959169  |HALB|X  |        20.000 |M  |0|    1 |        2.20 |     |
| Y3957540|       1000.000 |UN |Y3959169  |HALB|   |        50.137 |M  |0|    1 |        2.20 |     |
| Y3957541|       1000.000 |UN |Y4157885  |HALB|X  |        25.000 |M  |0|    1 |        2.05 |     |
| Y3957541|       1000.000 |UN |Y4157885  |HALB|   |        19.250 |M  |0|    1 |        2.05 |     |
| Y3957542|       1000.000 |UN |Y3957095  |HALB|X  |        20.000 |M  |0|    1 |        1.52 |     |
| Y3957542|       1000.000 |UN |Y3957095  |HALB|   |        19.816 |M  |0|    1 |        1.52 |     |
| Y3957542|       1000.000 |UN |Y4185179  |HALB|X  |        20.000 |M  |0|    1 |        2.95 |     |
| Y3957542|       1000.000 |UN |Y4185179  |HALB|   |        19.816 |M  |0|    1 |        2.95 |     |
| Y3957543|       1000.000 |UN |Y4185175  |HALB|X  |        20.000 |M  |0|    1 |        3.41 |     |
| Y3957543|       1000.000 |UN |Y4185175  |HALB|   |        20.021 |M  |0|    1 |        3.41 |     |
| Y3957543|       1000.000 |UN |Y3959141  |HALB|X  |        20.000 |M  |0|    1 |        1.74 |     |
| Y3957543|       1000.000 |UN |Y3959141  |HALB|   |        20.021 |M  |0|    1 |        1.74 |     |
| Y3957545|       1000.000 |UN |Y4157945  |HALB|X  |        30.000 |M  |0|    1 |        1.92 |     |
| Y3957545|       1000.000 |UN |Y4157945  |HALB|   |        26.250 |M  |0|    1 |        1.92 |     |
| Y3957546|       1000.000 |UN |Y3956977  |HALB|X  |        50.000 |M  |0|1000 |      391.54 |     |
| Y3957546|       1000.000 |UN |Y3956977  |HALB|   |        42.330 |M  |0|1000 |      391.54 |     |
| Y3957546|       1000.000 |UN |Y3955179  |HALB|X  |        50.000 |M  |0|    1 |        1.49 |     |
| Y3957546|       1000.000 |UN |Y3955179  |HALB|   |        42.330 |M  |0|    1 |        1.49 |     |
| Y3957523|       1000.000 |UN |Y3956977  |HALB|X  |        50.000 |M  |0|1000 |      391.54 |     |
| Y3957523|       1000.000 |UN |Y3956977  |HALB|   |        42.330 |M  |0|1000 |      391.54 |     |
| Y3957523|       1000.000 |UN |Y3955179  |HALB|X  |        50.000 |M  |0|    1 |        1.49 |     |
| Y3957523|       1000.000 |UN |Y3955179  |HALB|   |        42.330 |M  |0|    1 |        1.49 |     |
| Y3957573|       1000.000 |UN |Y3959156  |HALB|X  |        30.000 |M  |0|    1 |        2.35 |     |
| Y3957573|       1000.000 |UN |Y3959156  |HALB|   |        46.930 |M  |0|    1 |        2.35 |     |
| Y3957556|       1000.000 |UN |Y3959156  |HALB|X  |        30.000 |M  |0|    1 |        2.35 |     |
| Y3957556|       1000.000 |UN |Y3959156  |HALB|   |        46.833 |M  |0|    1 |        2.35 |     |
| Y3957480|       1000.000 |UN |Y4086657  |HALB|X  |        55.000 |M  |0|    1 |        0.26 |     |
| Y3957480|       1000.000 |UN |Y4086657  |HALB|   |        74.613 |M  |0|    1 |        0.26 |     |
| Y3957473|       1000.000 |UN |Y3956572  |HALB|X  |        55.000 |M  |0|    1 |        0.20 |     |
| Y3957473|       1000.000 |UN |Y3956572  |HALB|   |        58.750 |M  |0|    1 |        0.20 |     |
| Y3957473|       1000.000 |UN |Y3956837  |HALB|X  |        55.000 |M  |2|    1 |        1.07 |     |
| Y3957473|       1000.000 |UN |Y3956837  |HALB|   |        58.750 |M  |2|    1 |        1.07 |     |
| Y3957645|       1000.000 |UN |Y4064158  |HALB|X  |        50.000 |M  |0|    1 |        0.13 |     |
| Y3957645|       1000.000 |UN |Y4064158  |HALB|   |       151.000 |M  |0|    1 |        0.13 |     |
| Y3957571|       1000.000 |UN |Y4136334  |HALB|X  |        50.000 |M  |0|    1 |        0.44 |     |
| Y3957571|       1000.000 |UN |Y4136334  |HALB|   |       193.670 |M  |0|    1 |        0.44 |     |
| Y3957530|       1000.000 |UN |Y4064158  |HALB|X  |        50.000 |M  |0|    1 |        0.13 |     |
| Y3957530|       1000.000 |UN |Y4064158  |HALB|   |       151.000 |M  |0|    1 |        0.13 |     |
| Y3957597|       1000.000 |UN |Y3957089  |HALB|X  |        35.000 |M  |0|    1 |        1.00 |     |
| Y3957597|       1000.000 |UN |Y3957089  |HALB|   |        22.940 |M  |0|    1 |        1.00 |     |
| Y3957597|       1000.000 |UN |Y3957242  |HALB|X  |        35.000 |M  |0|    1 |        2.16 |     |
| Y3957597|       1000.000 |UN |Y3957242  |HALB|   |        22.940 |M  |0|    1 |        2.16 |     |
| Y3957611|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957611|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957611|       1000.000 |UN |Y3957263  |HALB|X  |        55.000 |M  |0|    1 |        2.14 |     |
| Y3957611|       1000.000 |UN |Y3957263  |HALB|   |        21.250 |M  |0|    1 |        2.14 |     |
| Y3957623|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957623|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957623|       1000.000 |UN |Y3957263  |HALB|X  |        55.000 |M  |0|    1 |        2.14 |     |
| Y3957623|       1000.000 |UN |Y3957263  |HALB|   |        21.250 |M  |0|    1 |        2.14 |     |
| Y3957510|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957510|       1000.000 |UN |Y3959099  |HALB|   |        22.260 |M  |0|    1 |        0.76 |     |
| Y3957510|       1000.000 |UN |Y3957263  |HALB|X  |        55.000 |M  |0|    1 |        2.14 |     |
| Y3957510|       1000.000 |UN |Y3957263  |HALB|   |        22.260 |M  |0|    1 |        2.14 |     |
| Y3957633|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957633|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957633|       1000.000 |UN |Y3957263  |HALB|X  |        55.000 |M  |0|    1 |        2.14 |     |
| Y3957633|       1000.000 |UN |Y3957263  |HALB|   |        21.250 |M  |0|    1 |        2.14 |     |
| Y3957553|       1000.000 |UN |Y3957032  |HALB|X  |        60.000 |M  |0|    1 |        0.36 |     |
| Y3957553|       1000.000 |UN |Y3957032  |HALB|   |        45.000 |M  |0|    1 |        0.36 |     |
| Y3957553|       1000.000 |UN |Y3956692  |HALB|X  |        60.000 |M  |0|    1 |        1.69 |     |
| Y3957553|       1000.000 |UN |Y3956692  |HALB|   |        45.000 |M  |0|    1 |        1.69 |     |
| Y3957333|       1000.000 |UN |Y3957035  |HALB|X  |        60.000 |M  |0|    1 |        0.43 |     |
| Y3957333|       1000.000 |UN |Y3957035  |HALB|   |        35.000 |M  |0|    1 |        0.43 |     |
| Y3957333|       1000.000 |UN |Y3956695  |HALB|X  |        60.000 |M  |0|    1 |        2.03 |     |
| Y3957333|       1000.000 |UN |Y3956695  |HALB|   |        35.000 |M  |0|    1 |        2.03 |     |
| Y3957551|       1000.000 |UN |Y3955548  |HALB|X  |        55.000 |M  |0|    1 |        2.49 |     |
| Y3957551|       1000.000 |UN |Y3955548  |HALB|   |        23.630 |M  |0|    1 |        2.49 |     |
| Y3957551|       1000.000 |UN |Y3957091  |HALB|X  |        55.000 |M  |0|1000 |    1140.37 |     |
| Y3957551|       1000.000 |UN |Y3957091  |HALB|   |        23.630 |M  |0|1000 |    1140.37 |     |
| Y3957528|       1000.000 |UN |Y3955426  |HALB|X  |        20.000 |M  |0|    1 |        1.11 |     |
| Y3957528|       1000.000 |UN |Y3955426  |HALB|   |        23.333 |M  |0|    1 |        1.11 |     |
| Y3957528|       1000.000 |UN |Y3955548  |HALB|X  |        20.000 |M  |0|    1 |        2.49 |     |
| Y3957528|       1000.000 |UN |Y3955548  |HALB|   |        23.333 |M  |0|    1 |        2.49 |     |
| Y3957575|       1000.000 |UN |Y3955548  |HALB|X  |        55.000 |M  |0|    1 |        2.49 |     |
| Y3957575|       1000.000 |UN |Y3955548  |HALB|   |        22.960 |M  |0|    1 |        2.49 |     |
| Y3957575|       1000.000 |UN |Y3957091  |HALB|X  |        55.000 |M  |0|1000 |    1140.37 |     |
| Y3957575|       1000.000 |UN |Y3957091  |HALB|   |        22.960 |M  |0|1000 |    1140.37 |     |
| Y3957560|       1000.000 |UN |Y3955265  |HALB|X  |         5.000 |M  |2|    1 |        0.64 |     |
| Y3957560|       1000.000 |UN |Y3955265  |HALB|   |        90.000 |M  |2|    1 |        0.64 |     |
| Y3957560|       1000.000 |UN |Y3959033  |HALB|X  |         5.000 |M  |0|    1 |        0.15 |     |
| Y3957560|       1000.000 |UN |Y3959033  |HALB|   |        90.000 |M  |0|    1 |        0.15 |     |
| Y3957503|       1000.000 |UN |Y3959154  |HALB|X  |         5.000 |M  |0|    1 |        2.00 |     |
| Y3957503|       1000.000 |UN |Y3959154  |HALB|   |        49.000 |M  |0|    1 |        2.00 |     |
| Y3957580|       1000.000 |UN |Y3957086  |HALB|X  |         5.000 |M  |0|1000 |      968.99 |     |
| Y3957580|       1000.000 |UN |Y3957086  |HALB|   |        90.000 |M  |0|1000 |      968.99 |     |
| Y3957580|       1000.000 |UN |Y3959033  |HALB|X  |         5.000 |M  |0|    1 |        0.15 |     |
| Y3957580|       1000.000 |UN |Y3959033  |HALB|   |        90.000 |M  |0|    1 |        0.15 |     |
| Y3957566|       1000.000 |UN |Y3957203  |HALB|X  |         5.000 |M  |0|    1 |        3.23 |     |
| Y3957566|       1000.000 |UN |Y3957203  |HALB|   |        90.000 |M  |0|    1 |        3.23 |     |
| Y3957566|       1000.000 |UN |Y3957091  |HALB|X  |         5.000 |M  |0|1000 |    1140.37 |     |
| Y3957566|       1000.000 |UN |Y3957091  |HALB|   |        90.000 |M  |0|1000 |    1140.37 |     |
| Y3957615|       1000.000 |UN |Y3959169  |HALB|X  |        55.000 |M  |0|    1 |        2.20 |     |
| Y3957615|       1000.000 |UN |Y3959169  |HALB|   |        22.960 |M  |0|    1 |        2.20 |     |
| Y3957615|       1000.000 |UN |Y3957091  |HALB|X  |        55.000 |M  |0|1000 |    1140.37 |     |
| Y3957615|       1000.000 |UN |Y3957091  |HALB|   |        22.960 |M  |0|1000 |    1140.37 |     |
| Y3957449|       1000.000 |UN |Y3959142  |HALB|X  |         5.000 |M  |0|    1 |        0.83 |     |
| Y3957449|       1000.000 |UN |Y3959142  |HALB|   |        22.960 |M  |0|    1 |        0.83 |     |
| Y3957449|       1000.000 |UN |Y3957238  |HALB|X  |         5.000 |M  |0|    1 |        1.77 |     |
| Y3957449|       1000.000 |UN |Y3957238  |HALB|   |        22.960 |M  |0|    1 |        1.77 |     |
| Y3957547|       1000.000 |UN |Y3955548  |HALB|X  |         5.000 |M  |0|    1 |        2.49 |     |
| Y3957547|       1000.000 |UN |Y3955548  |HALB|   |        24.640 |M  |0|    1 |        2.49 |     |
| Y3957547|       1000.000 |UN |Y3957091  |HALB|X  |         5.000 |M  |0|1000 |    1140.37 |     |
| Y3957547|       1000.000 |UN |Y3957091  |HALB|   |        24.640 |M  |0|1000 |    1140.37 |     |
| Y3957376|       1000.000 |UN |Y3957241  |HALB|X  |        55.000 |M  |0|    1 |        2.10 |     |
| Y3957376|       1000.000 |UN |Y3957241  |HALB|   |        14.700 |M  |0|    1 |        2.10 |     |
| Y3957376|       1000.000 |UN |Y3955265  |HALB|X  |        55.000 |M  |2|    1 |        0.64 |     |
| Y3957376|       1000.000 |UN |Y3955265  |HALB|   |        14.700 |M  |2|    1 |        0.64 |     |
| Y3957475|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957475|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957475|       1000.000 |UN |Y3955548  |HALB|X  |        55.000 |M  |0|    1 |        2.49 |     |
| Y3957475|       1000.000 |UN |Y3955548  |HALB|   |        21.250 |M  |0|    1 |        2.49 |     |
| Y3957476|       1000.000 |UN |Y3959099  |HALB|X  |        55.000 |M  |0|    1 |        0.76 |     |
| Y3957476|       1000.000 |UN |Y3959099  |HALB|   |        21.250 |M  |0|    1 |        0.76 |     |
| Y3957476|       1000.000 |UN |Y3957263  |HALB|X  |        55.000 |M  |0|    1 |        2.14 |     |
| Y3957476|       1000.000 |UN |Y3957263  |HALB|   |        21.250 |M  |0|    1 |        2.14 |     |
| Y3957641|       1000.000 |UN |Y4154089  |HALB|X  |        20.000 |M  |0|    1 |        2.02 |     |
| Y3957641|       1000.000 |UN |Y4154089  |HALB|   |        23.333 |M  |0|    1 |        2.02 |     |
| Y3957641|       1000.000 |UN |Y3957081  |HALB|X  |        20.000 |M  |0|    1 |        0.94 |     |
| Y3957641|       1000.000 |UN |Y3957081  |HALB|   |        23.333 |M  |0|    1 |        0.94 |     |
| Y3957642|       1000.000 |UN |Y4154089  |HALB|X  |        20.000 |M  |0|    1 |        2.02 |     |
