15012016                              Saída dinâmica de lista                                      1
------------------------------------------------------------------------------------------------------
15012016                          Fiscal - Cálculo Parcela Dedutível                             1
------------------------------------------------------------------------------------------------------
Fiscal - Cálculo Parcela Dedutível
------------------------------------------------------------------------------------------------------
| Material|Quantidade básica|UMB|Componente|TMat|Qtd|           Qtd|UM |O|   por| Prçstandard|Moeda|
| Y2293585|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293585|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2293585|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294649|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294649|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294649|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293586|       1000.000 |UN |Y2279617  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2293586|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293586|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294650|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294650|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293587|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293587|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293587|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293587|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2294651|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294651|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294651|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293588|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293588|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293588|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294652|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294652|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294652|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293589|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293589|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293589|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294653|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294653|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294653|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293590|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293590|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293590|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293590|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294654|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294654|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294654|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293591|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293591|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2293591|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294655|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294655|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294655|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293592|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293592|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293592|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293592|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2294656|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294656|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294656|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293593|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293593|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293593|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294657|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294657|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294657|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293594|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293594|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293594|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294658|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294658|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294658|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293595|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293595|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293595|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293595|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294659|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294659|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294659|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293596|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293596|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2293596|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294660|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294660|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294660|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293597|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293597|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293597|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293597|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2294661|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294661|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294661|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293598|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293598|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293598|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294662|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294662|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294662|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293599|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293599|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293599|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294663|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294663|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294663|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293600|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293600|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293600|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293600|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294664|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294664|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294664|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293601|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293601|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2293601|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294665|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294665|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294665|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293602|       1000.000 |UN |Y2279617  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2293602|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293602|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294666|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294666|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294666|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293603|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293603|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293603|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293603|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2294667|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294667|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294667|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293604|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293604|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293604|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294668|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294668|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294668|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293605|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293605|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293605|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294669|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294669|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294669|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293606|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293606|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293606|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293606|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294670|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294670|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294670|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293607|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293607|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2293607|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294671|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294671|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294671|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293608|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293608|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293608|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293608|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2294672|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294672|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294672|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293609|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293609|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293609|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294673|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294673|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293610|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293610|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293610|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294674|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294674|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294674|       1000.000 |UN |Y2279634  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2293611|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293611|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293611|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293611|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294675|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294675|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294675|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293612|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293612|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2293612|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294676|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294676|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294676|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293613|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293613|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293613|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293613|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2294677|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294677|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294677|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293614|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293614|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293614|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294678|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294678|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294678|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293615|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293615|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293615|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294679|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294679|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294679|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293616|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293616|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
